edp_number,sku,grouped_skus,image_detail,icons,vender_name,category_ids,series_01,series_02,outside_diameter,shank_diameter,flute_length,overall_length,morse_taper_no,surface_treatment,pilot_length,shank_type,point_angle,c_sink_angle,standard,raw_material,attribute_set,name (CHINESE),name (ENGLISH),type,product_type_id,description,price,short_description,status,qty,image,weight,tax_class_id,visibility
GR-SD-D5434,GR-SD-D5434,"YNDCAIQDF,YNDCAIRDF,YNDCAISDF,YNDCAITDF,YNDCAIUDF,YNDCAIVDF,YNDCAIWDF,YNDCAIXDF,YNDCAIYDF,YNDCAIZDF,YNDCAJADF,YNDCAJBDF,YNDCAJCDF,YNDCAJDDF,YNDCAJEDF,YNDCAJFDF,YNDCAJGDF,YNDCAJHDF,YNDCAJIDF,YNDCAJJDF,YNDCAJKDF,YNDCAJLDF,YNDCAJMDF,YNDCAJNDF,YNDCAJODF,YNDCAJPDF,YNDCAJQDF,YNDCAJRDF,YNDCAJSDF,YNDCAJTDF,YNDCAJUDF,YNDCAJVDF,YNDCAJWDF,YNDCAJXDF,YNDCAJYDF,YNDCAJZDF,YNDCAKADF,YNDCAKBDF,YNDCAKCDF,YNDCAKDDF,YNDCAKEDF,YNDCAKFDF,YNDCAKGDF,YNDCAKHDF,YNDCAKIDF,YNDCAKJDF,YNDCAKKDF,YNDCAKLDF,YNDCAKMDF,YNDCAKNDF,YNDCAKODF,YNDCAKPDF,YNDCAKQDF,YNDCAKRDF,YNDCAKSDF,YNDCAKTDF,YNDCAKUDF,YNDCAKVDF,YNDCAKWDF,YNDCAKXDF,YNDCAKYDF,YNDCAKZDF,YNDCALADF,YNDCALBDF,YNDCALCDF,YNDCALDDF,YNDCALEDF,YNDCALFDF,YNDCALGDF,YNDCALHDF,YNDCALIDF,YNDCALJDF,YNDCALKDF,YNDCALLDF,YNDCALMDF,YNDCALNDF,YNDCALODF,YNDCALPDF,YNDCALQDF,YNDCALRDF,YNDCALSDF,YNDCALTDF,YNDCALUDF,YNDCALVDF,YNDCALWDF,YNDCALXDF,YNDCALYDF,YNDCALZDF,YNDCAMADF,YNDCAMBDF,YNDCAMCDF,YNDCAMDDF,YNDCAMEDF,YNDCAMFDF,YNDCAMGDF",,,YG-1,"3,8,46",Dream Drill-ALU,D5434,,,,,,,,PLAIN,,,,Carbide,SD_drill_normal,油孔梦幻钻头 铝加工 8XD ,Dream Drill Alu 8XD with Coolant Hole,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DI473,GR-SD-DI473,"YNDCAAADF,YNDCAABDF,YNDCAACDF,YNDCAADDF,YNDCAAEDF,YNDCAAFDF,YNDCAAGDF,YNDCAAHDF,YNDCAAIDF,YNDCAAJDF",,,YG-1,"3,8,45",Dream Drill C-FRP,DI473,,,,,,Diamond,0,PLAIN,0,0,,Carbide,SD_drill_normal,梦幻钻头_CFRP 5XD (钻),D/D_CFRP 5XD without Coolant Hole(Diamond),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH404,GR-SD-DH404,"YNDCAMHDF,YNDCAMIDF,YNDCAMJDF,YNDCAMKDF,YNDCAMLDF,YNDCAMMDF,YNDCAMNDF,YNDCAMODF,YNDCAMPDF,YNDCAMQDF,YNDCAMRDF,YNDCAMSDF,YNDCAMTDF,YNDCAMUDF,YNDCAMVDF,YNDCAMWDF,YNDCAMXDF,YNDCAMYDF,YNDCAMZDF,YNDCANADF,YNDCANBDF,YNDCANCDF,YNDCANDDF,YNDCANEDF,YNDCANFDF,YNDCANGDF,YNDCANHDF,YNDCANIDF,YNDCANJDF,YNDCANKDF,YNDCANLDF,YNDCANMDF,YNDCANNDF,YNDCANODF,YNDCANPDF,YNDCANQDF,YNDCANRDF,YNDCANSDF,YNDCANTDF,YNDCANUDF,YNDCANVDF,YNDCANWDF,YNDCANXDF,YNDCANYDF,YNDCANZDF,YNDCAOADF,YNDCAOBDF,YNDCAOCDF,YNDCAODDF,YNDCAOEDF,YNDCAOFDF,YNDCAOGDF,YNDCAOHDF,YNDCAOIDF,YNDCAOJDF,YNDCAOKDF,YNDCAOLDF,YNDCAOMDF,YNDCAONDF,YNDCAOODF,YNDCAOPDF,YNDCAOQDF,YNDCAORDF,YNDCAOSDF,YNDCAOTDF,YNDCAOUDF,YNDCAOVDF,YNDCAOWDF,YNDCAOXDF,YNDCAOYDF,YNDCAOZDF,YNDCAPADF,YNDCAPBDF,YNDCAPCDF,YNDCAPDDF,YNDCAPEDF,YNDCAPFDF,YNDCAPGDF,YNDCAPHDF,YNDCAPIDF,YNDCAPJDF,YNDCAPKDF,YNDCAPLDF,YNDCAPMDF,YNDCAPNDF,YNDCAPODF,YNDCAPPDF,YNDCAPQDF,YNDCAPRDF,YNDCAPSDF,YNDCAPTDF,YNDCAPUDF,YNDCAPVDF,YNDCAPWDF,YNDCAPXDF,YNDCAPYDF,YNDCAPZDF,YNDCAQADF,YNDCAQBDF,YNDCAQCDF,YNDCAQDDF,YNDCAQEDF,YNDCAQFDF,YNDCAQGDF,YNDCAQHDF,YNDCAQIDF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH404,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,梦幻钻头 3XD DIN 6539(TiAlN涂层),Dream Drill 3XD DIN 6539(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH406,GR-SD-DH406,"YNDCAQJDF,YNDCAQKDF,YNDCAQLDF,YNDCAQMDF,YNDCAQNDF,YNDCAQODF,YNDCAQPDF,YNDCAQQDF,YNDCAQRDF,YNDCAQSDF,YNDCAQTDF,YNDCAQUDF,YNDCAQVDF,YNDCAQWDF,YNDCAQXDF,YNDCAQYDF,YNDCAQZDF,YNDCARADF,YNDCARBDF,YNDCARCDF,YNDCARDDF,YNDCAREDF,YNDCARFDF,YNDCARGDF,YNDCARHDF,YNDCARIDF,YNDCARJDF,YNDCARKDF,YNDCARLDF,YNDCARMDF,YNDCARNDF,YNDCARODF,YNDCARPDF,YNDCARQDF,YNDCARRDF,YNDCARSDF,YNDCARTDF,YNDCARUDF,YNDCARVDF,YNDCARWDF,YNDCARXDF,YNDCARYDF,YNDCARZDF,YNDCASADF,YNDCASBDF,YNDCASCDF,YNDCASDDF,YNDCASEDF,YNDCASFDF,YNDCASGDF,YNDCASHDF,YNDCASIDF,YNDCASJDF,YNDCASKDF,YNDCASLDF,YNDCASMDF,YNDCASNDF,YNDCASODF,YNDCASPDF,YNDCASQDF,YNDCASRDF,YNDCASSDF,YNDCASTDF,YNDCASUDF,YNDCASVDF,YNDCASWDF,YNDCASXDF,YNDCASYDF,YNDCASZDF,YNDCATADF,YNDCATBDF,YNDCATCDF,YNDCATDDF,YNDCATEDF,YNDCATFDF,YNDCATGDF,YNDCATHDF,YNDCATIDF,YNDCATJDF,YNDCATKDF,YNDCATLDF,YNDCATMDF,YNDCATNDF,YNDCATODF,YNDCATPDF,YNDCATQDF,YNDCATRDF,YNDCATSDF,YNDCATTDF,YNDCATUDF,YNDCATVDF,YNDCATWDF,YNDCATXDF,YNDCATYDF,YNDCATZDF,YNDCAUADF,YNDCAUBDF,YNDCAUCDF,YNDCAUDDF,YNDCAUEDF,YNDCAUFDF,YNDCAUGDF,YNDCAUHDF,YNDCAUIDF,YNDCAUJDF,YNDCAUKDF,YNDCAULDF,YNDCAUMDF,YNDCAUNDF,YNDCAUODF,YNDCAUPDF,YNDCAUQDF,YNDCAURDF,YNDCAUSDF,YNDCAUTDF,YNDCAUUDF,YNDCAUVDF,YNDCAUWDF,YNDCAUXDF,YNDCAUYDF,YNDCAUZDF,YNDCAVADF,YNDCAVBDF,YNDCAVCDF,YNDCAVDDF,YNDCAVEDF,YNDCAVFDF,YNDCAVGDF,YNDCAVHDF,YNDCAVIDF,YNDCAVJDF,YNDCAVKDF,YNDCAVLDF,YNDCAVMDF,YNDCAVNDF,YNDCAVODF,YNDCAVPDF,YNDCAVQDF,YNDCAVRDF,YNDCAVSDF,YNDCAVTDF,YNDCAVUDF,YNDCAVVDF,YNDCAVWDF,YNDCAVXDF,YNDCAVYDF,YNDCAVZDF,YNDCAWADF,YNDCAWBDF,YNDCAWCDF,YNDCAWDDF,YNDCAWEDF,YNDCAWFDF,YNDCAWGDF,YNDCAWHDF,YNDCAWIDF,YNDCAWJDF,YNDCAWKDF,YNDCAWLDF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH406,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,油孔梦幻钻头 3XD DIN 6537(TiAlN涂层),Dream Drill 3XD with Coolant Hole DIN 6537(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH408,GR-SD-DH408,"YNDCAWMDF,YNDCAWNDF,YNDCAWODF,YNDCAWPDF,YNDCAWQDF,YNDCAWRDF,YNDCAWSDF,YNDCAWTDF,YNDCAWUDF,YNDCAWVDF,YNDCAWWDF,YNDCAWXDF,YNDCAWYDF,YNDCAWZDF,YNDCAXADF,YNDCAXBDF,YNDCAXCDF,YNDCAXDDF,YNDCAXEDF,YNDCAXFDF,YNDCAXGDF,YNDCAXHDF,YNDCAXIDF,YNDCAXJDF,YNDCAXKDF,YNDCAXLDF,YNDCAXMDF,YNDCAXNDF,YNDCAXODF,YNDCAXPDF,YNDCAXQDF,YNDCAXRDF,YNDCAXSDF,YNDCAXTDF,YNDCAXUDF,YNDCAXVDF,YNDCAXWDF,YNDCAXXDF,YNDCAXYDF,YNDCAXZDF,YNDCAYADF,YNDCAYBDF,YNDCAYCDF,YNDCAYDDF,YNDCAYEDF,YNDCAYFDF,YNDCAYGDF,YNDCAYHDF,YNDCAYIDF,YNDCAYJDF,YNDCAYKDF,YNDCAYLDF,YNDCAYMDF,YNDCAYNDF,YNDCAYODF,YNDCAYPDF,YNDCAYQDF,YNDCAYRDF,YNDCAYSDF,YNDCAYTDF,YNDCAYUDF,YNDCAYVDF,YNDCAYWDF,YNDCAYXDF,YNDCAYYDF,YNDCAYZDF,YNDCAZADF,YNDCAZBDF,YNDCAZCDF,YNDCAZDDF,YNDCAZEDF,YNDCAZFDF,YNDCAZGDF,YNDCAZHDF,YNDCAZIDF,YNDCAZJDF,YNDCAZKDF,YNDCAZLDF,YNDCAZMDF,YNDCAZNDF,YNDCAZODF,YNDCAZPDF,YNDCAZQDF,YNDCAZRDF,YNDCAZSDF,YNDCAZTDF,YNDCAZUDF,YNDCAZVDF,YNDCAZWDF,YNDCAZXDF,YNDCAZYDF,YNDCAZZDF,YNDCBAADF,YNDCBABDF,YNDCBACDF,YNDCBADDF,YNDCBAEDF,YNDCBAFDF,YNDCBAGDF,YNDCBAHDF,YNDCBAIDF,YNDCBAJDF,YNDCBAKDF,YNDCBALDF,YNDCBAMDF,YNDCBANDF,YNDCBAODF,YNDCBAPDF,YNDCBAQDF,YNDCBARDF,YNDCBASDF,YNDCBATDF,YNDCBAUDF,YNDCBAVDF,YNDCBAWDF,YNDCBAXDF,YNDCBAYDF,YNDCBAZDF,YNDCBBADF,YNDCBBBDF,YNDCBBCDF,YNDCBBDDF,YNDCBBEDF,YNDCBBFDF,YNDCBBGDF,YNDCBBHDF,YNDCBBIDF,YNDCBBJDF,YNDCBBKDF,YNDCBBLDF,YNDCBBMDF,YNDCBBNDF,YNDCBBODF,YNDCBBPDF,YNDCBBQDF,YNDCBBRDF,YNDCBBSDF,YNDCBBTDF,YNDCBBUDF,YNDCBBVDF,YNDCBBWDF,YNDCBBXDF,YNDCBBYDF,YNDCBBZDF,YNDCBCADF,YNDCBCBDF,YNDCBCCDF,YNDCBCDDF,YNDCBCEDF,YNDCBCFDF,YNDCBCGDF,YNDCBCHDF,YNDCBCIDF,YNDCBCJDF,YNDCBCKDF,YNDCBCLDF,YNDCBCMDF,YNDCBCNDF,YNDCBCODF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH408,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,油孔梦幻钻头 5XD DIN 6537(TiAlN涂层),Dream Drill 5XD with Coolant Hole DIN 6537(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH421,GR-SD-DH421,"YNDCBCPDF,YNDCBCQDF,YNDCBCRDF,YNDCBCSDF,YNDCBCTDF,YNDCBCUDF,YNDCBCVDF,YNDCBCWDF,YNDCBCXDF,YNDCBCYDF,YNDCBCZDF,YNDCBDADF,YNDCBDBDF,YNDCBDCDF,YNDCBDDDF,YNDCBDEDF,YNDCBDFDF,YNDCBDGDF,YNDCBDHDF,YNDCBDIDF,YNDCBDJDF,YNDCBDKDF,YNDCBDLDF,YNDCBDMDF,YNDCBDNDF,YNDCBDODF,YNDCBDPDF,YNDCBDQDF,YNDCBDRDF,YNDCBDSDF,YNDCBDTDF,YNDCBDUDF,YNDCBDVDF,YNDCBDWDF,YNDCBDXDF,YNDCBDYDF,YNDCBDZDF,YNDCBEADF,YNDCBEBDF,YNDCBECDF,YNDCBEDDF,YNDCBEEDF,YNDCBEFDF,YNDCBEGDF,YNDCBEHDF,YNDCBEIDF,YNDCBEJDF,YNDCBEKDF,YNDCBELDF,YNDCBEMDF,YNDCBENDF,YNDCBEODF,YNDCBEPDF,YNDCBEQDF,YNDCBERDF,YNDCBESDF,YNDCBETDF,YNDCBEUDF,YNDCBEVDF,YNDCBEWDF,YNDCBEXDF,YNDCBEYDF,YNDCBEZDF,YNDCBFADF,YNDCBFBDF,YNDCBFCDF,YNDCBFDDF,YNDCBFEDF,YNDCBFFDF,YNDCBFGDF,YNDCBFHDF,YNDCBFIDF,YNDCBFJDF,YNDCBFKDF,YNDCBFLDF,YNDCBFMDF,YNDCBFNDF,YNDCBFODF,YNDCBFPDF,YNDCBFQDF,YNDCBFRDF,YNDCBFSDF,YNDCBFTDF,YNDCBFUDF,YNDCBFVDF,YNDCBFWDF,YNDCBFXDF,YNDCBFYDF,YNDCBFZDF,YNDCBGADF,YNDCBGBDF,YNDCBGCDF,YNDCBGDDF,YNDCBGEDF,YNDCBGFDF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH421,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,油孔梦幻钻头 8XD DIN 6537(TiAlN涂层),Dream Drill 8XD with Coolant Hole DIN 6537(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH423,GR-SD-DH423,"YNDCBGGDF,YNDCBGHDF,YNDCBGIDF,YNDCBGJDF,YNDCBGKDF,YNDCBGLDF,YNDCBGMDF,YNDCBGNDF,YNDCBGODF,YNDCBGPDF,YNDCBGQDF,YNDCBGRDF,YNDCBGSDF,YNDCBGTDF,YNDCBGUDF,YNDCBGVDF,YNDCBGWDF,YNDCBGXDF,YNDCBGYDF,YNDCBGZDF,YNDCBHADF,YNDCBHBDF,YNDCBHCDF,YNDCBHDDF,YNDCBHEDF,YNDCBHFDF,YNDCBHGDF,YNDCBHHDF,YNDCBHIDF,YNDCBHJDF,YNDCBHKDF,YNDCBHLDF,YNDCBHMDF,YNDCBHNDF,YNDCBHODF,YNDCBHPDF,YNDCBHQDF,YNDCBHRDF,YNDCBHSDF,YNDCBHTDF,YNDCBHUDF,YNDCBHVDF,YNDCBHWDF,YNDCBHXDF,YNDCBHYDF,YNDCBHZDF,YNDCBIADF,YNDCBIBDF,YNDCBICDF,YNDCBIDDF,YNDCBIEDF,YNDCBIFDF,YNDCBIGDF,YNDCBIHDF,YNDCBIIDF,YNDCBIJDF,YNDCBIKDF,YNDCBILDF,YNDCBIMDF,YNDCBINDF,YNDCBIODF,YNDCBIPDF,YNDCBIQDF,YNDCBIRDF,YNDCBISDF,YNDCBITDF,YNDCBIUDF,YNDCBIVDF,YNDCBIWDF,YNDCBIXDF,YNDCBIYDF,YNDCBIZDF,YNDCBJADF,YNDCBJBDF,YNDCBJCDF,YNDCBJDDF,YNDCBJEDF,YNDCBJFDF,YNDCBJGDF,YNDCBJHDF,YNDCBJIDF,YNDCBJJDF,YNDCBJKDF,YNDCBJLDF,YNDCBJMDF,YNDCBJNDF,YNDCBJODF,YNDCBJPDF,YNDCBJQDF,YNDCBJRDF,YNDCBJSDF,YNDCBJTDF,YNDCBJUDF,YNDCBJVDF,YNDCBJWDF,YNDCBJXDF,YNDCBJYDF,YNDCBJZDF,YNDCBKADF,YNDCBKBDF,YNDCBKCDF,YNDCBKDDF,YNDCBKEDF,YNDCBKFDF,YNDCBKGDF,YNDCBKHDF,YNDCBKIDF,YNDCBKJDF,YNDCBKKDF,YNDCBKLDF,YNDCBKMDF,YNDCBKNDF,YNDCBKODF,YNDCBKPDF,YNDCBKQDF,YNDCBKRDF,YNDCBKSDF,YNDCBKTDF,YNDCBKUDF,YNDCBKVDF,YNDCBKWDF,YNDCBKXDF,YNDCBKYDF,YNDCBKZDF,YNDCBLADF,YNDCBLBDF,YNDCBLCDF,YNDCBLDDF,YNDCBLEDF,YNDCBLFDF,YNDCBLGDF,YNDCBLHDF,YNDCBLIDF,YNDCBLJDF,YNDCBLKDF,YNDCBLLDF,YNDCBLMDF,YNDCBLNDF,YNDCBLODF,YNDCBLPDF,YNDCBLQDF,YNDCBLRDF,YNDCBLSDF,YNDCBLTDF,YNDCBLUDF,YNDCBLVDF,YNDCBLWDF,YNDCBLXDF,YNDCBLYDF,YNDCBLZDF,YNDCBMADF,YNDCBMBDF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH423,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,油孔梦幻钻头 3XD DIN 6537(TiAlN涂层),Dream Drill 3XD without Coolant Hole DIN 6537(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH424,GR-SD-DH424,"YNDCBMCDF,YNDCBMDDF,YNDCBMEDF,YNDCBMFDF,YNDCBMGDF,YNDCBMHDF,YNDCBMIDF,YNDCBMJDF,YNDCBMKDF,YNDCBMLDF,YNDCBMMDF,YNDCBMNDF,YNDCBMODF,YNDCBMPDF,YNDCBMQDF,YNDCBMRDF,YNDCBMSDF,YNDCBMTDF,YNDCBMUDF,YNDCBMVDF,YNDCBMWDF,YNDCBMXDF,YNDCBMYDF,YNDCBMZDF,YNDCBNADF,YNDCBNBDF,YNDCBNCDF,YNDCBNDDF,YNDCBNEDF,YNDCBNFDF,YNDCBNGDF,YNDCBNHDF,YNDCBNIDF,YNDCBNJDF,YNDCBNKDF,YNDCBNLDF,YNDCBNMDF,YNDCBNNDF,YNDCBNODF,YNDCBNPDF,YNDCBNQDF,YNDCBNRDF,YNDCBNSDF,YNDCBNTDF,YNDCBNUDF,YNDCBNVDF,YNDCBNWDF,YNDCBNXDF,YNDCBNYDF,YNDCBNZDF,YNDCBOADF,YNDCBOBDF,YNDCBOCDF,YNDCBODDF,YNDCBOEDF,YNDCBOFDF,YNDCBOGDF,YNDCBOHDF,YNDCBOIDF,YNDCBOJDF,YNDCBOKDF,YNDCBOLDF,YNDCBOMDF,YNDCBONDF,YNDCBOODF,YNDCBOPDF,YNDCBOQDF,YNDCBORDF,YNDCBOSDF,YNDCBOTDF,YNDCBOUDF,YNDCBOVDF,YNDCBOWDF,YNDCBOXDF,YNDCBOYDF,YNDCBOZDF,YNDCBPADF,YNDCBPBDF,YNDCBPCDF,YNDCBPDDF,YNDCBPEDF,YNDCBPFDF,YNDCBPGDF,YNDCBPHDF,YNDCBPIDF,YNDCBPJDF,YNDCBPKDF,YNDCBPLDF,YNDCBPMDF,YNDCBPNDF,YNDCBPODF,YNDCBPPDF,YNDCBPQDF,YNDCBPRDF,YNDCBPSDF,YNDCBPTDF,YNDCBPUDF,YNDCBPVDF,YNDCBPWDF,YNDCBPXDF,YNDCBPYDF,YNDCBPZDF,YNDCBQADF,YNDCBQBDF,YNDCBQCDF,YNDCBQDDF,YNDCBQEDF,YNDCBQFDF,YNDCBQGDF,YNDCBQHDF,YNDCBQIDF,YNDCBQJDF,YNDCBQKDF,YNDCBQLDF,YNDCBQMDF,YNDCBQNDF,YNDCBQODF,YNDCBQPDF,YNDCBQQDF,YNDCBQRDF,YNDCBQSDF,YNDCBQTDF,YNDCBQUDF,YNDCBQVDF,YNDCBQWDF,YNDCBQXDF,YNDCBQYDF,YNDCBQZDF,YNDCBRADF,YNDCBRBDF,YNDCBRCDF,YNDCBRDDF,YNDCBREDF,YNDCBRFDF,YNDCBRGDF,YNDCBRHDF,YNDCBRIDF,YNDCBRJDF,YNDCBRKDF,YNDCBRLDF,YNDCBRMDF,YNDCBRNDF,YNDCBRODF,YNDCBRPDF,YNDCBRQDF,YNDCBRRDF,YNDCBRSDF,YNDCBRTDF,YNDCBRUDF,YNDCBRVDF",,,YG-1,"3,8,44",Dream Drill-GENERAL,DH424,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,油孔梦幻钻头 5XD DIN 6537(TiAlN涂层),Dream Drill 5XD without Coolant Hole DIN 6537(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH500,GR-SD-DH500,"YNDCBRWDF,YNDCBRXDF,YNDCBRYDF,YNDCBRZDF,YNDCBSADF,YNDCBSBDF,YNDCBSCDF,YNDCBSDDF,YNDCBSEDF,YNDCBSFDF,YNDCBSGDF,YNDCBSHDF,YNDCBSIDF,YNDCBSJDF,YNDCBSKDF,YNDCBSLDF,YNDCBSMDF,YNDCBSNDF,YNDCBSODF,YNDCBSPDF,YNDCBSQDF,YNDCBSRDF,YNDCBSSDF,YNDCBSTDF,YNDCBSUDF,YNDCBSVDF,YNDCBSWDF,YNDCBSXDF,YNDCBSYDF,YNDCBSZDF,YNDCBTADF,YNDCBTBDF,YNDCBTCDF,YNDCBTDDF,YNDCBTEDF",,,YG-1,"3,8,43",Dream Drill-HIGH HARDENED,DH500,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,梦幻钻头 为高硬度钢(HRc 50~70)(TiAlN涂层),Dream Drill for H.H.S(HRc 50~70)(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH451,GR-SD-DH451,"YNDCBTFDF,YNDCBTGDF,YNDCBTHDF,YNDCBTIDF,YNDCBTJDF,YNDCBTKDF,YNDCBTLDF,YNDCBTMDF,YNDCBTNDF,YNDCBTODF,YNDCBTPDF,YNDCBTQDF,YNDCBTRDF,YNDCBTSDF,YNDCBTTDF,YNDCBTUDF,YNDCBTVDF,YNDCBTWDF,YNDCBTXDF,YNDCBTYDF,YNDCBTZDF,YNDCBUADF,YNDCBUBDF,YNDCBUCDF,YNDCBUDDF,YNDCBUEDF,YNDCBUFDF,YNDCBUGDF,YNDCBUHDF,YNDCBUIDF,YNDCBUJDF,YNDCBUKDF,YNDCBULDF,YNDCBUMDF,YNDCBUNDF,YNDCBUODF,YNDCBUPDF,YNDCBUQDF,YNDCBURDF,YNDCBUSDF,YNDCBUTDF,YNDCBUUDF,YNDCBUVDF,YNDCBUWDF,YNDCBUXDF,YNDCBUYDF,YNDCBUZDF,YNDCBVADF,YNDCBVBDF,YNDCBVCDF,YNDCBVDDF,YNDCBVEDF,YNDCBVFDF,YNDCBVGDF,YNDCBVHDF,YNDCBVIDF,YNDCBVJDF,YNDCBVKDF,YNDCBVLDF,YNDCBVMDF,YNDCBVNDF,YNDCBVODF,YNDCBVPDF,YNDCBVQDF,YNDCBVRDF,YNDCBVSDF,YNDCBVTDF,YNDCBVUDF,YNDCBVVDF,YNDCBVWDF,YNDCBVXDF,YNDCBVYDF,YNDCBVZDF,YNDCBWADF,YNDCBWBDF,YNDCBWCDF,YNDCBWDDF,YNDCBWEDF,YNDCBWFDF,YNDCBWGDF,YNDCBWHDF,YNDCBWIDF,YNDCBWJDF,YNDCBWKDF,YNDCBWLDF,YNDCBWMDF,YNDCBWNDF,YNDCBWODF,YNDCBWPDF,YNDCBWQDF,YNDCBWRDF,YNDCBWSDF,YNDCBWTDF,YNDCBWUDF,YNDCBWVDF,YNDCBWWDF,YNDCBWXDF,YNDCBWYDF,YNDCBWZDF,YNDCBXADF,YNDCBXBDF,YNDCBXCDF,YNDCBXDDF,YNDCBXEDF,YNDCBXFDF,YNDCBXGDF,YNDCBXHDF",,,YG-1,"3,8,42",Dream Drill-INOX,DH451,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,Inox油孔梦幻钻头 3XD(TiAlN涂层),Dream Drill Inox 3XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
