edp_number,sku,grouped_skus,image_detail,icons,vender_name,category_ids,series_01,series_02,outside_diameter,shank_diameter,flute_length,overall_length,morse_taper_no,surface_treatment,pilot_length,shank_type,point_angle,c_sink_angle,standard,raw_material,attribute_set,name (CHINESE),name (ENGLISH),type,product_type_id,description,price,short_description,status,qty,image,weight,tax_class_id,visibility
GR-SD-DH452,GR-SD-DH452,"YNDCBXIDF,YNDCBXJDF,YNDCBXKDF,YNDCBXLDF,YNDCBXMDF,YNDCBXNDF,YNDCBXODF,YNDCBXPDF,YNDCBXQDF,YNDCBXRDF,YNDCBXSDF,YNDCBXTDF,YNDCBXUDF,YNDCBXVDF,YNDCBXWDF,YNDCBXXDF,YNDCBXYDF,YNDCBXZDF,YNDCBYADF,YNDCBYBDF,YNDCBYCDF,YNDCBYDDF,YNDCBYEDF,YNDCBYFDF,YNDCBYGDF,YNDCBYHDF,YNDCBYIDF,YNDCBYJDF,YNDCBYKDF,YNDCBYLDF,YNDCBYMDF,YNDCBYNDF,YNDCBYODF,YNDCBYPDF,YNDCBYQDF,YNDCBYRDF,YNDCBYSDF,YNDCBYTDF,YNDCBYUDF,YNDCBYVDF,YNDCBYWDF,YNDCBYXDF,YNDCBYYDF,YNDCBYZDF,YNDCBZADF,YNDCBZBDF,YNDCBZCDF,YNDCBZDDF,YNDCBZEDF,YNDCBZFDF,YNDCBZGDF,YNDCBZHDF,YNDCBZIDF,YNDCBZJDF,YNDCBZKDF,YNDCBZLDF,YNDCBZMDF,YNDCBZNDF,YNDCBZODF,YNDCBZPDF,YNDCBZQDF,YNDCBZRDF,YNDCBZSDF,YNDCBZTDF,YNDCBZUDF,YNDCBZVDF,YNDCBZWDF,YNDCBZXDF,YNDCBZYDF,YNDCBZZDF,YNDCCAADF,YNDCCABDF,YNDCCACDF,YNDCCADDF,YNDCCAEDF,YNDCCAFDF,YNDCCAGDF,YNDCCAHDF,YNDCCAIDF,YNDCCAJDF,YNDCCAKDF,YNDCCALDF,YNDCCAMDF,YNDCCANDF,YNDCCAODF,YNDCCAPDF,YNDCCAQDF,YNDCCARDF,YNDCCASDF,YNDCCATDF,YNDCCAUDF,YNDCCAVDF,YNDCCAWDF,YNDCCAXDF,YNDCCAYDF,YNDCCAZDF,YNDCCBADF,YNDCCBBDF,YNDCCBCDF,YNDCCBDDF,YNDCCBEDF,YNDCCBFDF,YNDCCBGDF,YNDCCBHDF,YNDCCBIDF,YNDCCBJDF,YNDCCBKDF,YNDCCBLDF,YNDCCBMDF,YNDCCBNDF,YNDCCBODF,YNDCCBPDF,YNDCCBQDF,YNDCCBRDF,YNDCCBSDF,YNDCCBTDF,YNDCCBUDF,YNDCCBVDF,YNDCCBWDF,YNDCCBXDF,YNDCCBYDF,YNDCCBZDF",,,YG-1,"3,8,42",Dream Drill-INOX,DH452,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,Inox油孔梦幻钻头 5XD(TiAlN涂层),Dream Drill Inox 5XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH453,GR-SD-DH453,"YNDCCCADF,YNDCCCBDF,YNDCCCCDF,YNDCCCDDF,YNDCCCEDF,YNDCCCFDF,YNDCCCGDF,YNDCCCHDF,YNDCCCIDF,YNDCCCJDF,YNDCCCKDF,YNDCCCLDF,YNDCCCMDF,YNDCCCNDF,YNDCCCODF,YNDCCCPDF,YNDCCCQDF,YNDCCCRDF,YNDCCCSDF,YNDCCCTDF,YNDCCCUDF,YNDCCCVDF,YNDCCCWDF,YNDCCCXDF,YNDCCCYDF,YNDCCCZDF,YNDCCDADF,YNDCCDBDF,YNDCCDCDF,YNDCCDDDF,YNDCCDEDF,YNDCCDFDF,YNDCCDGDF,YNDCCDHDF,YNDCCDIDF,YNDCCDJDF,YNDCCDKDF,YNDCCDLDF,YNDCCDMDF,YNDCCDNDF,YNDCCDODF,YNDCCDPDF,YNDCCDQDF,YNDCCDRDF,YNDCCDSDF,YNDCCDTDF,YNDCCDUDF,YNDCCDVDF,YNDCCDWDF,YNDCCDXDF,YNDCCDYDF,YNDCCDZDF,YNDCCEADF,YNDCCEBDF,YNDCCECDF,YNDCCEDDF,YNDCCEEDF,YNDCCEFDF,YNDCCEGDF,YNDCCEHDF,YNDCCEIDF,YNDCCEJDF,YNDCCEKDF,YNDCCELDF,YNDCCEMDF,YNDCCENDF,YNDCCEODF,YNDCCEPDF,YNDCCEQDF,YNDCCERDF,YNDCCESDF,YNDCCETDF,YNDCCEUDF,YNDCCEVDF,YNDCCEWDF,YNDCCEXDF,YNDCCEYDF,YNDCCEZDF,YNDCCFADF,YNDCCFBDF,YNDCCFCDF,YNDCCFDDF,YNDCCFEDF,YNDCCFFDF,YNDCCFGDF,YNDCCFHDF,YNDCCFIDF,YNDCCFJDF,YNDCCFKDF,YNDCCFLDF,YNDCCFMDF,YNDCCFNDF,YNDCCFODF,YNDCCFPDF,YNDCCFQDF",,,YG-1,"3,8,42",Dream Drill-INOX,DH453,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,Inox油孔梦幻钻头 8XD(TiAlN涂层),Dream Drill Inox 8XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH510,GR-SD-DH510,"YNDCCFRDF,YNDCCFSDF,YNDCCFTDF,YNDCCFUDF,YNDCCFVDF,YNDCCFWDF,YNDCCFXDF,YNDCCFYDF,YNDCCFZDF,YNDCCGADF,YNDCCGBDF,YNDCCGCDF,YNDCCGDDF,YNDCCGEDF,YNDCCGFDF,YNDCCGGDF,YNDCCGHDF,YNDCCGIDF,YNDCCGJDF,YNDCCGKDF,YNDCCGLDF,YNDCCGMDF,YNDCCGNDF,YNDCCGODF,YNDCCGPDF,YNDCCGQDF",,,YG-1,"3,8,41",Dream Drill-MQL,DH510,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,MQL油孔梦幻钻头 10XD(TiAlN涂层),Dream Drill MQL Type 10XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH515,GR-SD-DH515,"YNDCCGRDF,YNDCCGSDF,YNDCCGTDF,YNDCCGUDF,YNDCCGVDF,YNDCCGWDF,YNDCCGXDF,YNDCCGYDF,YNDCCGZDF,YNDCCHADF,YNDCCHBDF,YNDCCHCDF,YNDCCHDDF",,,YG-1,"3,8,41",Dream Drill-MQL,DH515,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,MQL油孔梦幻钻头 15XD(TiAlN涂层),Dream Drill MQL Type 15XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DH520,GR-SD-DH520,"YNDCCHEDF,YNDCCHFDF,YNDCCHGDF,YNDCCHHDF,YNDCCHIDF,YNDCCHJDF,YNDCCHKDF,YNDCCHLDF,YNDCCHMDF,YNDCCHNDF,YNDCCHODF,YNDCCHPDF",,,YG-1,"3,8,41",Dream Drill-MQL,DH520,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,MQL油孔梦幻钻头 20XD(TiAlN涂层),Dream Drill MQL Type 20XD with Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DHM25,GR-SD-DHM25,"YNDCCHQDF,YNDCCHRDF,YNDCCHSDF,YNDCCHTDF,YNDCCHUDF,YNDCCHVDF,YNDCCHWDF,YNDCCHXDF,YNDCCHYDF,YNDCCHZDF,YNDCCIADF",,,YG-1,"3,8,41",Dream Drill-MQL,DHM25,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,MQL油孔梦幻钻头 25XD(TiAlN涂层),Dream Drill MQL type 25XD With Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DHM30,GR-SD-DHM30,"YNDCCIBDF,YNDCCICDF,YNDCCIDDF,YNDCCIEDF,YNDCCIFDF,YNDCCIGDF,YNDCCIHDF,YNDCCIIDF,YNDCCIJDF",,,YG-1,"3,8,41",Dream Drill-MQL,DHM30,,,,,,TiAlN,0,PLAIN,0,0,,Carbide,SD_drill_normal,MQL油孔梦幻钻头 30XD(TiAlN涂层),Dream Drill MQL type 30XD With Coolant Hole(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D1GP103,GR-SD-D1GP103,"YNDDAAADF,YNDDAABDF,YNDDAACDF,YNDDAADDF,YNDDAAEDF,YNDDAAFDF,YNDDAAGDF,YNDDAAHDF,YNDDAAIDF,YNDDAAJDF,YNDDAAKDF,YNDDAALDF,YNDDAAMDF,YNDDAANDF,YNDDAAODF,YNDDAAPDF,YNDDAAQDF,YNDDAARDF,YNDDAASDF,YNDDAATDF,YNDDAAUDF,YNDDAAVDF,YNDDAAWDF,YNDDAAXDF,YNDDAAYDF,YNDDAAZDF,YNDDABADF,YNDDABBDF,YNDDABCDF,YNDDABDDF,YNDDABEDF,YNDDABFDF,YNDDABGDF,YNDDABHDF,YNDDABIDF,YNDDABJDF,YNDDABKDF,YNDDABLDF,YNDDABMDF,YNDDABNDF,YNDDABODF,YNDDABPDF,YNDDABQDF,YNDDABRDF,YNDDABSDF,YNDDABTDF,YNDDABUDF,YNDDABVDF,YNDDABWDF,YNDDABXDF,YNDDABYDF,YNDDABZDF,YNDDACADF,YNDDACBDF,YNDDACCDF,YNDDACDDF,YNDDACEDF,YNDDACFDF,YNDDACGDF,YNDDACHDF,YNDDACIDF,YNDDACJDF,YNDDACKDF,YNDDACLDF,YNDDACMDF,YNDDACNDF,YNDDACODF,YNDDACPDF,YNDDACQDF,YNDDACRDF,YNDDACSDF,YNDDACTDF,YNDDACUDF,YNDDACVDF,YNDDACWDF,YNDDACXDF,YNDDACYDF,YNDDACZDF,YNDDADADF,YNDDADBDF,YNDDADCDF,YNDDADDDF,YNDDADEDF,YNDDADFDF,YNDDADGDF,YNDDADHDF,YNDDADIDF,YNDDADJDF,YNDDADKDF,YNDDADLDF,YNDDADMDF,YNDDADNDF,YNDDADODF,YNDDADPDF,YNDDADQDF,YNDDADRDF,YNDDADSDF,YNDDADTDF,YNDDADUDF,YNDDADVDF,YNDDADWDF,YNDDADXDF,YNDDADYDF,YNDDADZDF,YNDDAEADF,YNDDAEBDF,YNDDAECDF,YNDDAEDDF,YNDDAEEDF,YNDDAEFDF,YNDDAEGDF,YNDDAEHDF,YNDDAEIDF,YNDDAEJDF,YNDDAEKDF,YNDDAELDF,YNDDAEMDF,YNDDAENDF,YNDDAEODF,YNDDAEPDF,YNDDAEQDF",,,YG-1,"3,8,40",Gold-P Drill,D1GP103,,,,,,Coloring,0,0,0,0,,HSS (M2),SD_drill_normal,Gold-P涂层 钻头 常规,Gold-P Drill Regular,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D1GP103SET,GR-SD-D1GP103SET,"YNDDAERDF,YNDDAESDF",,,YG-1,"3,8,40",Gold-P Drill,D1GP103 Set,,,,,,Gold-P,0,#N/A,0,0,,HSS (M2),SD_drill_sets,Gold-P涂层 钻头套,Gold-P Drill Set,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2GP191,GR-SD-D2GP191,"YNDDAETDF,YNDDAEUDF,YNDDAEVDF,YNDDAEWDF,YNDDAEXDF,YNDDAEYDF,YNDDAEZDF,YNDDAFADF,YNDDAFBDF,YNDDAFCDF,YNDDAFDDF,YNDDAFEDF,YNDDAFFDF,YNDDAFGDF,YNDDAFHDF,YNDDAFIDF,YNDDAFJDF,YNDDAFKDF,YNDDAFLDF,YNDDAFMDF,YNDDAFNDF,YNDDAFODF,YNDDAFPDF,YNDDAFQDF,YNDDAFRDF,YNDDAFSDF,YNDDAFTDF,YNDDAFUDF,YNDDAFVDF,YNDDAFWDF,YNDDAFXDF,YNDDAFYDF,YNDDAFZDF,YNDDAGADF,YNDDAGBDF,YNDDAGCDF,YNDDAGDDF,YNDDAGEDF,YNDDAGFDF,YNDDAGGDF,YNDDAGHDF,YNDDAGIDF,YNDDAGJDF,YNDDAGKDF,YNDDAGLDF,YNDDAGMDF,YNDDAGNDF,YNDDAGODF,YNDDAGPDF,YNDDAGQDF,YNDDAGRDF,YNDDAGSDF,YNDDAGTDF,YNDDAGUDF,YNDDAGVDF,YNDDAGWDF,YNDDAGXDF,YNDDAGYDF,YNDDAGZDF,YNDDAHADF,YNDDAHBDF,YNDDAHCDF,YNDDAHDDF,YNDDAHEDF,YNDDAHFDF,YNDDAHGDF,YNDDAHHDF,YNDDAHIDF,YNDDAHJDF,YNDDAHKDF,YNDDAHLDF,YNDDAHMDF,YNDDAHNDF,YNDDAHODF,YNDDAHPDF,YNDDAHQDF,YNDDAHRDF,YNDDAHSDF,YNDDAHTDF,YNDDAHUDF,YNDDAHVDF,YNDDAHWDF,YNDDAHXDF,YNDDAHYDF,YNDDAHZDF,YNDDAIADF,YNDDAIBDF,YNDDAICDF,YNDDAIDDF,YNDDAIEDF,YNDDAIFDF,YNDDAIGDF,YNDDAIHDF,YNDDAIIDF,YNDDAIJDF,YNDDAIKDF,YNDDAILDF,YNDDAIMDF,YNDDAINDF,YNDDAIODF,YNDDAIPDF,YNDDAIQDF,YNDDAIRDF,YNDDAISDF,YNDDAITDF,YNDDAIUDF,YNDDAIVDF,YNDDAIWDF,YNDDAIXDF,YNDDAIYDF,YNDDAIZDF,YNDDAJADF,YNDDAJBDF,YNDDAJCDF,YNDDAJDDF,YNDDAJEDF,YNDDAJFDF,YNDDAJGDF,YNDDAJHDF,YNDDAJIDF,YNDDAJJDF",,,YG-1,"3,8,40",Gold-P Drill,D2GP191,,,,,,Gold-P,0,0,0,0,,HSS Co8 (M42),SD_drill_normal,Gold-P涂层 钻头 常规,Gold-P Drill Regular,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2GP191SET,GR-SD-D2GP191SET,"YNDDAJKDF,YNDDAJLDF",,,YG-1,"3,8,40",Gold-P Drill,D2GP191 Set,,,,,,Gold-P,0,#N/A,0,0,,HSS Co8 (M42),SD_drill_sets,Gold-P涂层 钻头套,Gold-P Drill Set,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D4541,GR-SD-D4541,"YNDEAAADF,YNDEAABDF,YNDEAACDF,YNDEAADDF,YNDEAAEDF,YNDEAAFDF,YNDEAAGDF,YNDEAAHDF,YNDEAAIDF,YNDEAAJDF,YNDEAAKDF,YNDEAALDF,YNDEAAMDF,YNDEAANDF,YNDEAAODF,YNDEAAPDF,YNDEAAQDF,YNDEAARDF,YNDEAASDF,YNDEAATDF,YNDEAAUDF,YNDEAAVDF,YNDEAAWDF,YNDEAAXDF,YNDEAAYDF,YNDEAAZDF,YNDEABADF,YNDEABBDF,YNDEABCDF,YNDEABDDF,YNDEABEDF,YNDEABFDF,YNDEABGDF,YNDEABHDF,YNDEABIDF,YNDEABJDF,YNDEABKDF,YNDEABLDF,YNDEABMDF,YNDEABNDF,YNDEABODF,YNDEABPDF,YNDEABQDF,YNDEABRDF,YNDEABSDF,YNDEABTDF,YNDEABUDF,YNDEABVDF,YNDEABWDF,YNDEABXDF,YNDEABYDF,YNDEABZDF,YNDEACADF,YNDEACBDF,YNDEACCDF,YNDEACDDF,YNDEACEDF,YNDEACFDF,YNDEACGDF,YNDEACHDF,YNDEACIDF,YNDEACJDF,YNDEACKDF,YNDEACLDF,YNDEACMDF,YNDEACNDF,YNDEACODF,YNDEACPDF,YNDEACQDF,YNDEACRDF,YNDEACSDF,YNDEACTDF,YNDEACUDF,YNDEACVDF,YNDEACWDF,YNDEACXDF,YNDEACYDF,YNDEACZDF,YNDEADADF,YNDEADBDF,YNDEADCDF,YNDEADDDF,YNDEADEDF,YNDEADFDF,YNDEADGDF,YNDEADHDF,YNDEADIDF,YNDEADJDF,YNDEADKDF,YNDEADLDF,YNDEADMDF,YNDEADNDF,YNDEADODF,YNDEADPDF,YNDEADQDF,YNDEADRDF,YNDEADSDF,YNDEADTDF,YNDEADUDF,YNDEADVDF,YNDEADWDF,YNDEADXDF,YNDEADYDF,YNDEADZDF,YNDEAEADF,YNDEAEBDF,YNDEAECDF,YNDEAEDDF,YNDEAEEDF,YNDEAEFDF,YNDEAEGDF,YNDEAEHDF,YNDEAEIDF,YNDEAEJDF,YNDEAEKDF,YNDEAELDF,YNDEAEMDF,YNDEAENDF,YNDEAEODF,YNDEAEPDF,YNDEAEQDF,YNDEAERDF,YNDEAESDF,YNDEAETDF,YNDEAEUDF,YNDEAEVDF,YNDEAEWDF,YNDEAEXDF,YNDEAEYDF,YNDEAEZDF,YNDEAFADF,YNDEAFBDF,YNDEAFCDF,YNDEAFDDF,YNDEAFEDF,YNDEAFFDF,YNDEAFGDF,YNDEAFHDF,YNDEAFIDF,YNDEAFJDF,YNDEAFKDF,YNDEAFLDF,YNDEAFMDF,YNDEAFNDF,YNDEAFODF,YNDEAFPDF,YNDEAFQDF,YNDEAFRDF,YNDEAFSDF,YNDEAFTDF,YNDEAFUDF,YNDEAFVDF,YNDEAFWDF,YNDEAFXDF,YNDEAFYDF,YNDEAFZDF,YNDEAGADF,YNDEAGBDF,YNDEAGCDF,YNDEAGDDF,YNDEAGEDF,YNDEAGFDF,YNDEAGGDF,YNDEAGHDF,YNDEAGIDF,YNDEAGJDF,YNDEAGKDF,YNDEAGLDF,YNDEAGMDF,YNDEAGNDF,YNDEAGODF,YNDEAGPDF,YNDEAGQDF",,,YG-1,"3,8,58",HPD Drill,D4541,,,,,,TiN,0,0,0,0,,Premium Cobalt HSS,SD_drill_normal,HPD 钻头 超短(TiN涂层),HPD Drill Stub(TiN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D4542,GR-SD-D4542,"YNDEAGRDF,YNDEAGSDF,YNDEAGTDF,YNDEAGUDF,YNDEAGVDF,YNDEAGWDF,YNDEAGXDF,YNDEAGYDF,YNDEAGZDF,YNDEAHADF,YNDEAHBDF,YNDEAHCDF,YNDEAHDDF,YNDEAHEDF,YNDEAHFDF,YNDEAHGDF,YNDEAHHDF,YNDEAHIDF,YNDEAHJDF,YNDEAHKDF,YNDEAHLDF,YNDEAHMDF,YNDEAHNDF,YNDEAHODF,YNDEAHPDF,YNDEAHQDF,YNDEAHRDF,YNDEAHSDF,YNDEAHTDF,YNDEAHUDF,YNDEAHVDF,YNDEAHWDF,YNDEAHXDF,YNDEAHYDF,YNDEAHZDF,YNDEAIADF,YNDEAIBDF,YNDEAICDF,YNDEAIDDF,YNDEAIEDF,YNDEAIFDF,YNDEAIGDF,YNDEAIHDF,YNDEAIIDF,YNDEAIJDF,YNDEAIKDF,YNDEAILDF,YNDEAIMDF,YNDEAINDF,YNDEAIODF,YNDEAIPDF,YNDEAIQDF,YNDEAIRDF,YNDEAISDF,YNDEAITDF,YNDEAIUDF,YNDEAIVDF,YNDEAIWDF,YNDEAIXDF,YNDEAIYDF,YNDEAIZDF,YNDEAJADF,YNDEAJBDF,YNDEAJCDF,YNDEAJDDF,YNDEAJEDF,YNDEAJFDF,YNDEAJGDF,YNDEAJHDF,YNDEAJIDF,YNDEAJJDF,YNDEAJKDF,YNDEAJLDF,YNDEAJMDF,YNDEAJNDF,YNDEAJODF,YNDEAJPDF,YNDEAJQDF,YNDEAJRDF,YNDEAJSDF,YNDEAJTDF,YNDEAJUDF,YNDEAJVDF,YNDEAJWDF,YNDEAJXDF,YNDEAJYDF,YNDEAJZDF,YNDEAKADF,YNDEAKBDF,YNDEAKCDF,YNDEAKDDF,YNDEAKEDF,YNDEAKFDF,YNDEAKGDF,YNDEAKHDF,YNDEAKIDF,YNDEAKJDF,YNDEAKKDF,YNDEAKLDF,YNDEAKMDF,YNDEAKNDF,YNDEAKODF,YNDEAKPDF,YNDEAKQDF,YNDEAKRDF,YNDEAKSDF,YNDEAKTDF,YNDEAKUDF,YNDEAKVDF,YNDEAKWDF,YNDEAKXDF,YNDEAKYDF,YNDEAKZDF,YNDEALADF,YNDEALBDF,YNDEALCDF,YNDEALDDF,YNDEALEDF,YNDEALFDF,YNDEALGDF,YNDEALHDF,YNDEALIDF,YNDEALJDF,YNDEALKDF,YNDEALLDF,YNDEALMDF,YNDEALNDF,YNDEALODF,YNDEALPDF,YNDEALQDF,YNDEALRDF,YNDEALSDF,YNDEALTDF,YNDEALUDF,YNDEALVDF,YNDEALWDF,YNDEALXDF,YNDEALYDF,YNDEALZDF,YNDEAMADF,YNDEAMBDF,YNDEAMCDF,YNDEAMDDF,YNDEAMEDF,YNDEAMFDF,YNDEAMGDF,YNDEAMHDF,YNDEAMIDF,YNDEAMJDF,YNDEAMKDF,YNDEAMLDF,YNDEAMMDF,YNDEAMNDF,YNDEAMODF,YNDEAMPDF,YNDEAMQDF,YNDEAMRDF,YNDEAMSDF,YNDEAMTDF,YNDEAMUDF,YNDEAMVDF,YNDEAMWDF,YNDEAMXDF,YNDEAMYDF,YNDEAMZDF,YNDEANADF,YNDEANBDF,YNDEANCDF,YNDEANDDF,YNDEANEDF,YNDEANFDF,YNDEANGDF,YNDEANHDF,YNDEANIDF,YNDEANJDF,YNDEANKDF,YNDEANLDF,YNDEANMDF,YNDEANNDF,YNDEANODF,YNDEANPDF,YNDEANQDF,YNDEANRDF,YNDEANSDF,YNDEANTDF,YNDEANUDF,YNDEANVDF,YNDEANWDF,YNDEANXDF,YNDEANYDF,YNDEANZDF,YNDEAOADF,YNDEAOBDF,YNDEAOCDF,YNDEAODDF,YNDEAOEDF,YNDEAOFDF,YNDEAOGDF,YNDEAOHDF,YNDEAOIDF,YNDEAOJDF,YNDEAOKDF,YNDEAOLDF,YNDEAOMDF,YNDEAONDF,YNDEAOODF,YNDEAOPDF,YNDEAOQDF,YNDEAORDF,YNDEAOSDF,YNDEAOTDF,YNDEAOUDF,YNDEAOVDF,YNDEAOWDF,YNDEAOXDF,YNDEAOYDF,YNDEAOZDF,YNDEAPADF,YNDEAPBDF,YNDEAPCDF,YNDEAPDDF,YNDEAPEDF,YNDEAPFDF,YNDEAPGDF,YNDEAPHDF,YNDEAPIDF,YNDEAPJDF,YNDEAPKDF,YNDEAPLDF,YNDEAPMDF,YNDEAPNDF,YNDEAPODF,YNDEAPPDF,YNDEAPQDF,YNDEAPRDF,YNDEAPSDF,YNDEAPTDF,YNDEAPUDF,YNDEAPVDF,YNDEAPWDF,YNDEAPXDF,YNDEAPYDF,YNDEAPZDF,YNDEAQADF,YNDEAQBDF,YNDEAQCDF,YNDEAQDDF,YNDEAQEDF,YNDEAQFDF",,,YG-1,"3,8,58",HPD Drill,D4542,,,,,,TiN,0,0,0,0,,Premium Cobalt HSS,SD_drill_normal,HPD 钻头 细长(TiN涂层),HPD Drill Jobber(TiN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DJ543,GR-SD-DJ543,"YNDEAQGDF,YNDEAQHDF,YNDEAQIDF,YNDEAQJDF,YNDEAQKDF,YNDEAQLDF,YNDEAQMDF,YNDEAQNDF,YNDEAQODF,YNDEAQPDF,YNDEAQQDF,YNDEAQRDF,YNDEAQSDF,YNDEAQTDF,YNDEAQUDF,YNDEAQVDF,YNDEAQWDF,YNDEAQXDF,YNDEAQYDF,YNDEAQZDF,YNDEARADF,YNDEARBDF,YNDEARCDF,YNDEARDDF,YNDEAREDF,YNDEARFDF,YNDEARGDF,YNDEARHDF,YNDEARIDF,YNDEARJDF,YNDEARKDF,YNDEARLDF,YNDEARMDF,YNDEARNDF,YNDEARODF,YNDEARPDF,YNDEARQDF,YNDEARRDF,YNDEARSDF,YNDEARTDF,YNDEARUDF,YNDEARVDF,YNDEARWDF,YNDEARXDF,YNDEARYDF,YNDEARZDF,YNDEASADF,YNDEASBDF,YNDEASCDF,YNDEASDDF,YNDEASEDF,YNDEASFDF,YNDEASGDF,YNDEASHDF,YNDEASIDF,YNDEASJDF,YNDEASKDF,YNDEASLDF,YNDEASMDF,YNDEASNDF,YNDEASODF,YNDEASPDF,YNDEASQDF,YNDEASRDF,YNDEASSDF,YNDEASTDF,YNDEASUDF,YNDEASVDF,YNDEASWDF,YNDEASXDF,YNDEASYDF,YNDEASZDF,YNDEATADF,YNDEATBDF,YNDEATCDF,YNDEATDDF,YNDEATEDF,YNDEATFDF,YNDEATGDF,YNDEATHDF,YNDEATIDF,YNDEATJDF,YNDEATKDF,YNDEATLDF,YNDEATMDF,YNDEATNDF,YNDEATODF,YNDEATPDF,YNDEATQDF,YNDEATRDF,YNDEATSDF,YNDEATTDF,YNDEATUDF,YNDEATVDF,YNDEATWDF,YNDEATXDF,YNDEATYDF,YNDEATZDF,YNDEAUADF,YNDEAUBDF,YNDEAUCDF,YNDEAUDDF,YNDEAUEDF,YNDEAUFDF,YNDEAUGDF,YNDEAUHDF,YNDEAUIDF,YNDEAUJDF,YNDEAUKDF,YNDEAULDF,YNDEAUMDF",,,YG-1,"3,8,58",HPD Drill,DJ543,,,,,,TiN,0,0,0,0,,HSS-EX,SD_drill_normal,HPD 钻头 超短(TiN涂层),HPD Drill Stub(TiN),grouped,grouped,,888888,,Enable,10,,1,4,4
